Datetime,Open,High,Low,Close,Volume
2026-08-28 10:33:00-04:00,22.579999923706055,22.579999923706055,22.579999923706055,22.579999923706055,224
2026-08-28 10:36:00-04:00,22.665000915527344,22.665000915527344,22.665000915527344,22.665000915527344,258
2026-08-28 10:52:00-04:00,22.657400131225586,22.657400131225586,22.657400131225586,22.657400131225586,535
2026-08-28 10:53:00-04:00,22.63680076599121,22.63680076599121,22.63680076599121,22.63680076599121,822
2026-08-28 10:56:00-04:00,22.75,22.75,22.75,22.75,1058
2026-08-28 11:09:00-04:00,22.600000381469727,22.600000381469727,22.600000381469727,22.600000381469727,349
2026-08-28 11:28:00-04:00,22.575000762939453,22.575000762939453,22.575000762939453,22.575000762939453,161
2026-08-28 11:34:00-04:00,22.967199325561523,22.967199325561523,22.774999618530273,22.774999618530273,641
2026-08-28 11:42:00-04:00,22.96780014038086,22.96780014038086,22.96780014038086,22.96780014038086,491
2026-08-28 11:45:00-04:00,22.639999389648438,22.639999389648438,22.639999389648438,22.639999389648438,305
2026-08-28 12:00:00-04:00,22.6299991607666,22.6299991607666,22.560100555419922,22.560100555419922,1017
2026-08-28 12:03:00-04:00,22.610000610351562,22.610000610351562,22.610000610351562,22.610000610351562,457
2026-08-28 12:04:00-04:00,22.600000381469727,22.600000381469727,22.600000381469727,22.600000381469727,154
2026-08-28 12:05:00-04:00,22.579999923706055,22.579999923706055,22.579999923706055,22.579999923706055,165
2026-08-28 12:07:00-04:00,22.59000015258789,22.600000381469727,22.579999923706055,22.579999923706055,766
2026-08-28 12:08:00-04:00,22.59000015258789,22.59000015258789,22.559999465942383,22.560100555419922,2301
2026-08-28 12:09:00-04:00,22.549999237060547,22.549999237060547,22.520000457763672,22.520000457763672,1449
2026-08-28 12:12:00-04:00,22.41010093688965,22.41010093688965,22.41010093688965,22.41010093688965,400
2026-08-28 12:13:00-04:00,22.420000076293945,22.420000076293945,22.350000381469727,22.40999984741211,968
2026-08-28 12:14:00-04:00,22.360000610351562,22.360000610351562,22.260000228881836,22.260000228881836,418
2026-08-28 12:18:00-04:00,22.219999313354492,22.219999313354492,22.219999313354492,22.219999313354492,100
2026-08-28 12:20:00-04:00,22.334999084472656,22.334999084472656,22.334999084472656,22.334999084472656,1484
2026-08-28 12:24:00-04:00,22.31999969482422,22.34000015258789,22.31999969482422,22.34000015258789,967
2026-08-28 12:25:00-04:00,22.475000381469727,22.475000381469727,22.475000381469727,22.475000381469727,119
2026-08-28 12:28:00-04:00,22.510000228881836,22.510000228881836,22.510000228881836,22.510000228881836,212
2026-08-28 12:41:00-04:00,22.59000015258789,22.59000015258789,22.59000015258789,22.59000015258789,519
2026-08-28 12:42:00-04:00,22.510000228881836,22.510000228881836,22.510000228881836,22.510000228881836,207
2026-08-28 12:58:00-04:00,22.517099380493164,22.517099380493164,22.517099380493164,22.517099380493164,166
2026-08-28 13:10:00-04:00,22.260000228881836,22.260000228881836,22.260000228881836,22.260000228881836,147
2026-08-28 13:13:00-04:00,22.3799991607666,22.459999084472656,22.3799991607666,22.459999084472656,1784
2026-08-28 13:14:00-04:00,22.34000015258789,22.34000015258789,22.34000015258789,22.34000015258789,124
2026-08-28 13:16:00-04:00,22.34000015258789,22.34000015258789,22.34000015258789,22.34000015258789,450
2026-08-28 13:20:00-04:00,22.475000381469727,22.479999542236328,22.459999084472656,22.459999084472656,507
2026-08-28 13:26:00-04:00,22.385000228881836,22.385000228881836,22.385000228881836,22.385000228881836,220
2026-08-28 13:32:00-04:00,22.55500030517578,22.55500030517578,22.55500030517578,22.55500030517578,170
2026-08-28 13:45:00-04:00,22.54199981689453,22.54199981689453,22.54199981689453,22.54199981689453,518
2026-08-28 13:52:00-04:00,22.375,22.375,22.375,22.375,221
2026-08-28 14:06:00-04:00,22.271900177001953,22.271900177001953,22.271900177001953,22.271900177001953,200
2026-08-28 14:07:00-04:00,22.309999465942383,22.309999465942383,22.309999465942383,22.309999465942383,383
2026-08-28 14:13:00-04:00,22.405000686645508,22.405000686645508,22.405000686645508,22.405000686645508,201
2026-08-28 14:16:00-04:00,22.264999389648438,22.264999389648438,22.264999389648438,22.264999389648438,128
2026-08-28 14:20:00-04:00,22.405000686645508,22.405000686645508,22.405000686645508,22.405000686645508,232
2026-08-28 14:23:00-04:00,22.399999618530273,22.405000686645508,22.399999618530273,22.405000686645508,530
2026-08-28 14:40:00-04:00,22.31999969482422,22.3700008392334,22.31999969482422,22.3700008392334,637
2026-08-28 14:43:00-04:00,22.334999084472656,22.334999084472656,22.334999084472656,22.334999084472656,123
2026-08-28 14:48:00-04:00,22.40999984741211,22.40999984741211,22.40999984741211,22.40999984741211,205
2026-08-28 14:54:00-04:00,22.190099716186523,22.190099716186523,22.190099716186523,22.190099716186523,304
2026-08-28 14:58:00-04:00,22.200000762939453,22.200000762939453,22.200000762939453,22.200000762939453,316
2026-08-28 15:09:00-04:00,22.334999084472656,22.334999084472656,22.334999084472656,22.334999084472656,185
2026-08-28 15:14:00-04:00,22.420000076293945,22.420000076293945,22.329999923706055,22.415000915527344,1447
2026-08-28 15:33:00-04:00,22.40999984741211,22.40999984741211,22.40999984741211,22.40999984741211,403
2026-08-28 15:37:00-04:00,22.260000228881836,22.270000457763672,22.260000228881836,22.260000228881836,396
2026-08-28 15:41:00-04:00,22.40999984741211,22.40999984741211,22.40999984741211,22.40999984741211,170
2026-08-28 15:53:00-04:00,22.40999984741211,22.40999984741211,22.40999984741211,22.40999984741211,454
2026-08-28 15:55:00-04:00,22.375,22.375,22.375,22.375,346
2026-08-28 15:56:00-04:00,22.375,22.375,22.280000686645508,22.280000686645508,635
2026-08-28 15:57:00-04:00,22.270000457763672,22.375,22.270000457763672,22.375,959
2026-08-28 15:59:00-04:00,22.25,22.360000610351562,22.229999542236328,22.280000686645508,2368
